0.	1
0.	2
0.	3
0.	4
0.	5
0.	6
8.392249368238383e-12	7
7.850230460046318e-12	8
7.401268256241516e-12	9
7.021459579107392e-12	10
6.694699030579227e-12	11
6.409686330146766e-12	12
6.158227431096715e-12	13
5.9342164376834795e-12	14
5.732997739463888e-12	15
5.550951192197121e-12	16
5.385213667782839e-12	17
5.233486973384196e-12	18
5.0939021657503105e-12	19
4.9649216822145295e-12	20
4.845267431856921e-12	21
4.733867082525861e-12	22
4.6298133412048e-12	23
4.532332669329279e-12	24
4.440760953758377e-12	25
4.354524376618082e-12	26
4.273124220098345e-12	27
4.1961246841177174e-12	28
4.123143035357602e-12	29
4.0538415781022045e-12	30
3.987921061641883e-12	31
3.925115230038186e-12	32
3.865186287448672e-12	33
3.80792110262773e-12	34
3.753128014300589e-12	35
3.7006341281314175e-12	36
3.650283018314697e-12	37
3.601932764102884e-12	38
3.5554542650747138e-12	39
3.5107297895538404e-12	40
3.4676517189817726e-12	41
3.426121457728294e-12	42
3.3860484831845253e-12	43
3.3473495152898455e-12	44
3.3099477881633637e-12	45
3.2737724091917395e-12	46
3.2387577938204036e-12	47
3.2048431650736627e-12	48
3.171972109827119e-12	49
3.140092184030706e-12	50
3.1091545607382585e-12	51
3.079113715548589e-12	52
3.049927144847528e-12	53
3.0215551128838727e-12	54
2.9939604242556434e-12	55
2.9671082188437245e-12	56
2.9409657866214988e-12	57
2.915502400103193e-12	58
2.8906891624792017e-12	59
2.8664988697316828e-12	60
2.842905885234487e-12	61
2.819886025523151e-12	62
2.79741645607781e-12	63
2.7754755960980074e-12	64
2.7540430313666763e-12	65
2.7330994344035485e-12	66
2.7126264911984997e-12	67
2.692606833890733e-12	68
2.6730239788397964e-12	69
2.6538622695724902e-12	70
2.6351068241709246e-12	71
2.6167434866915307e-12	72
2.5987587822574313e-12	73
2.581139875500012e-12	74
2.56387453205848e-12	75
2.5469510828749484e-12	76
2.5303583910483144e-12	77
2.51408582103299e-12	78
2.49812320998892e-12	79
2.4824608411075548e-12	80
2.4670894187547074e-12	81
2.4520000452858263e-12	82
2.4371841994023054e-12	83
2.4226337159292403e-12	84
2.408340766889539e-12	85
2.3942978438714313e-12	86
2.3804977413565253e-12	87
2.3669335412488374e-12	88
2.353598598285329e-12	89
2.3404865263558596e-12	90
2.327591185652278e-12	91
2.3149066703941263e-12	92
2.302427298433147e-12	93
2.290147598618558e-12	94
2.2780623026578797e-12	95
2.2661663346626894e-12	96
2.2544548023363372e-12	97
2.242922988593043e-12	98
2.231566343514775e-12	99
2.220380476867204e-12	100
2.2093611508990953e-12	101
2.198504273643503e-12	102
2.187805892521732e-12	103
2.1772621882974627e-12	104
2.1668694693482987e-12	105
2.156624166235291e-12	106
2.1465228265522275e-12	107
2.136562110037867e-12	108
2.126738783935358e-12	109
2.117049718584234e-12	110
2.1074918832313133e-12	111
2.0980623420477766e-12	112
2.088758250340551e-12	113
2.0795768509468675e-12	114
2.0705154708016393e-12	115
2.0615715176679524e-12	116
2.0527424770215787e-12	117
2.044025909081007e-12	118
2.0354194459750546e-12	119
2.02692078904054e-12	120
2.0185277062430756e-12	121
2.0102380297143533e-12	122
2.0020496533997936e-12	123
1.9939605308107334e-12	124
1.9859686728757302e-12	125
1.9780721458858366e-12	126
1.9702690695290352e-12	127
1.962557615009311e-12	128
1.9549360032460614e-12	129
1.947402503149836e-12	130
1.939955429970619e-12	131
1.932593143715048e-12	132
1.9253140476292268e-12	133
1.91811658675292e-12	134
1.910999246487968e-12	135
1.9039605513138567e-12	136
1.896999063466236e-12	137
1.890113381712344e-12	138
1.883302140166174e-12	139
1.876564007150292e-12	140
1.8698976841021184e-12	141
1.8633019045226466e-12	142
1.8567754329586333e-12	143
1.8503170640588037e-12	144
1.843925621596037e-12	145
1.837599957596058e-12	146
1.8313389514641125e-12	147
1.8251415091510693e-12	148
1.8190065623503546e-12	149
1.8129330677243695e-12	150
1.8069200061591474e-12	151
1.8009663820460136e-12	152
1.7950712225891173e-12	153
1.789233577137732e-12	154
1.7834525165422861e-12	155
1.7777271325331408e-12	156
1.7720565371211517e-12	157
1.766439862019148e-12	158
1.7608762580834421e-12	159
1.7553648947745701e-12	160
1.7499049596364886e-12	161
1.744495657793474e-12	162
1.7391362114640254e-12	163
1.7338258594911006e-12	164
1.7285638568880237e-12	165
1.7233494743994705e-12	166
1.718181998076931e-12	167
1.7130607288680888e-12	168
1.7079849822195888e-12	169
1.7029540876926697e-12	170
1.6979673885911843e-12	171
1.6930242416015244e-12	172
1.6881240164440157e-12	173
1.6832660955353457e-12	174
1.6784498736616148e-12	175
1.6736747576616245e-12	176
1.6689401661200108e-12	177
1.6642455290698855e-12	178
1.6595902876805426e-12	179
1.6549738940715148e-12	180
1.6503958109055523e-12	181
1.6458555112141088e-12	182
1.6413524781211155e-12	183
1.636886204595816e-12	184
1.6324561932129636e-12	185
1.6280619559201114e-12	186
1.6237030138117624e-12	187
1.619378896910134e-12	188
1.615089143952309e-12	189
1.6108333021835591e-12	190
1.6066109271566245e-12	191
1.602421582536754e-12	192
1.5982648399123053e-12	193
1.5941402786107258e-12	194
1.5900474855197252e-12	195
1.5859860549134758e-12	196
1.5819555882836722e-12	197
1.5779556941752876e-12	198
1.5739859880268748e-12	199
1.570046092015267e-12	200
1.5661356349045325e-12	201
1.562254251899045e-12	202
1.5584015845005438e-12	203
1.554577280369046e-12	204
1.5507809931875046e-12	205
1.5470123825300728e-12	206
1.543271113733884e-12	207
1.5395568577742192e-12	208
1.535869291142965e-12	209
1.532208095730259e-12	210
1.528572958709225e-12	211
1.5249635724237012e-12	212
1.5213796342788706e-12	213
1.5178208466347051e-12	214
1.5142869167021383e-12	215
1.5107775564418911e-12	216
1.5072924824658543e-12	217
1.5038314159409694e-12	218
1.5003940824955264e-12	219
1.4969802121277999e-12	220
1.4935895391169721e-12	221
1.4902218019362548e-12	222
1.4868767431681626e-12	223
1.4835541094218683e-12	224
1.480253651252578e-12	225
1.4769751230828753e-12	226
1.4737182831259664e-12	227
1.470482893310786e-12	228
1.4672687192088978e-12	229
1.4640755299631505e-12	230
1.4609030989546753e-12	231
1.457751200817122e-12	232
1.4546196157042557e-12	233
1.4515081255392047e-12	234
1.4484165179278736e-12	235
1.4453445812397103e-12	236
1.442292107755867e-12	237
1.4392588928154124e-12	238
1.4362447347576849e-12	239
1.4332494348659888e-12	240
1.430272797312559e-12	241
1.4273146291047882e-12	242
1.4243747400326706e-12	243
1.421452942617429e-12	244
1.4185490520612987e-12	245
1.415662886198435e-12	246
1.412794265446914e-12	247
1.4099430127617983e-12	248
1.4071089535892428e-12	249
1.4042919158216108e-12	250
1.4014917297535716e-12	251
1.3987082280391623e-12	252
1.3959412456497781e-12	253
1.3931906198330777e-12	254
1.3904561900727748e-12	255
1.387737798049291e-12	256
1.3850352876012618e-12	257
1.3823485046878458e-12	258
1.379677297351854e-12	259
1.3770215156836518e-12	260
1.3743810117858164e-12	261
